id,label
14052,deer
20366,dog
44058,ship
37286,truck
40436,ship
24818,cat
39483,cat
20676,truck
32521,cat
23992,truck
818,dog
797,bird
29951,cat
20638,automobile
21247,ship
44363,ship
27564,frog
12699,deer
35858,bird
15844,ship
42145,bird
31243,cat
27353,ship
329,ship
10453,cat
22831,dog
49005,airplane
2871,bird
47885,dog
49648,dog
18822,deer
39553,cat
7309,bird
41255,automobile
37750,dog
37612,automobile
25898,truck
14565,truck
31709,dog
6759,cat
43157,dog
49749,automobile
15918,deer
43349,ship
26980,deer
30671,horse
44558,automobile
39405,automobile
38489,bird
25943,airplane
8568,truck
23124,bird
20548,bird
22425,dog
42899,ship
7742,bird
19707,ship
16394,frog
41955,ship
44533,dog
4716,deer
43118,frog
4846,truck
36514,horse
4510,airplane
44427,airplane
49122,automobile
47920,dog
5223,ship
48180,deer
558,airplane
4003,dog
3365,horse
42209,truck
48258,airplane
27947,deer
48261,truck
6054,dog
44590,automobile
49367,cat
32399,airplane
8187,bird
19597,dog
44974,cat
35828,automobile
38411,airplane
4950,automobile
34601,bird
16733,bird
26530,dog
37522,dog
45179,dog
19703,deer
31325,truck
37879,bird
45733,cat
28993,frog
24820,dog
1863,ship
19632,cat
20365,horse
32186,horse
65,automobile
37792,horse
48464,frog
18011,horse
42233,frog
6812,truck
4777,bird
24102,airplane
40956,horse
18636,bird
24558,airplane
38456,deer
34322,airplane
9132,frog
38888,cat
40138,ship
26447,truck
24912,bird
47381,ship
18651,bird
33639,airplane
17383,bird
3912,automobile
20593,automobile
48010,airplane
4568,airplane
23748,frog
4044,deer
47950,dog
31335,frog
4805,ship
3128,truck
21854,deer
45101,deer
41035,dog
9087,horse
15465,bird
38219,ship
40074,cat
5460,automobile
29706,cat
17551,deer
2044,frog
6863,ship
18621,horse
43079,bird
33411,ship
2395,automobile
20493,ship
33151,horse
28855,dog
34217,dog
28122,cat
15685,deer
35645,automobile
34662,cat
25845,frog
13550,airplane
31655,airplane
11216,frog
48754,frog
25510,cat
33996,horse
45830,truck
39877,truck
32978,ship
32356,truck
37133,truck
22346,frog
3875,ship
23703,cat
14427,bird
356,frog
30355,deer
47026,truck
4453,frog
7764,truck
32253,automobile
8978,automobile
1560,automobile
8688,horse
24506,horse
33253,automobile
32881,frog
18876,deer
31226,dog
331,automobile
21274,truck
40924,truck
28003,deer
18332,automobile
38623,bird
30330,ship
473,truck
44666,dog
37935,bird
5825,bird
33366,deer
39861,truck
32834,dog
14942,cat
376,automobile
5644,ship
2269,automobile
35928,airplane
32594,deer
25248,cat
6727,horse
23687,frog
15161,bird
14777,automobile
20703,ship
12607,ship
44040,cat
9317,dog
37799,ship
14441,deer
31214,airplane
45173,horse
49688,deer
1482,airplane
49534,frog
3660,automobile
46650,automobile
35087,automobile
37693,ship
43499,horse
10451,automobile
4582,cat
6898,deer
32132,airplane
33815,cat
41033,automobile
6322,horse
18263,dog
14937,cat
4584,bird
43331,dog
31245,ship
42411,automobile
40719,deer
13438,bird
20980,horse
43165,automobile
15182,cat
49202,ship
36649,automobile
13831,cat
496,truck
24773,bird
48330,truck
3355,deer
29947,dog
41453,airplane
7054,airplane
25704,deer
27478,bird
21827,cat
13162,dog
28869,horse
10511,frog
12106,cat
9450,airplane
30933,truck
47633,bird
13043,bird
45704,bird
16603,truck
8609,horse
12998,deer
33437,frog
44219,bird
26781,truck
11037,deer
42149,airplane
39852,dog
1261,airplane
41721,dog
16622,frog
34178,truck
13668,automobile
37211,dog
3491,cat
20300,horse
48834,bird
36501,automobile
46763,dog
31403,cat
47527,cat
1483,dog
19749,ship
8676,dog
7552,cat
3779,dog
18590,horse
45574,truck
46228,truck
32848,automobile
44881,ship
22965,deer
20228,ship
45840,ship
13264,truck
46829,automobile
5255,horse
10230,automobile
30988,horse
4439,deer
36165,frog
21090,dog
13233,bird
28859,automobile
15181,truck
9137,ship
16477,ship
39345,deer
41191,dog
8722,ship
1786,cat
750,truck
41708,frog
45968,bird
8919,cat
42916,deer
13167,automobile
29039,cat
35564,deer
19867,automobile
36681,horse
20919,cat
2683,bird
33814,truck
27592,truck
297,deer
4722,airplane
31604,cat
32639,horse
17115,bird
13602,cat
28788,cat
34009,dog
37060,dog
11570,ship
36706,truck
41843,airplane
21447,bird
27960,truck
41489,bird
36500,horse
29955,ship
2846,truck
10494,airplane
2787,frog
11707,ship
4107,deer
26393,horse
7337,bird
24714,airplane
46684,bird
31300,frog
99,deer
40592,deer
17123,bird
5406,deer
18209,frog
48704,bird
40709,airplane
35010,cat
41817,horse
45471,automobile
9043,automobile
8274,ship
29387,dog
43295,deer
22220,horse
1759,horse
14382,automobile
41865,ship
36918,cat
21414,airplane
4359,automobile
15913,cat
21046,truck
2611,bird
44569,airplane
24329,ship
42939,deer
34972,bird
27152,truck
32274,truck
14173,bird
48864,truck
44128,cat
36292,truck
30629,bird
37771,cat
3448,cat
30826,horse
36474,automobile
6765,horse
24036,deer
47233,deer
37535,ship
28069,airplane
19200,truck
2403,deer
43923,cat
14292,frog
31579,dog
6248,ship
17349,ship
35380,truck
38563,automobile
11569,cat
14457,airplane
1555,cat
19887,automobile
23815,deer
31069,truck
28962,dog
29738,deer
32242,horse
49079,cat
14371,horse
206,truck
35258,truck
40380,airplane
17391,ship
32935,airplane
36340,bird
12272,horse
18066,deer
5168,frog
23936,cat
18719,ship
5690,frog
11693,automobile
22826,deer
10160,airplane
34683,cat
39231,airplane
25127,ship
33535,dog
8210,airplane
22578,cat
2504,frog
35000,cat
7524,ship
2881,truck
27240,bird
35523,deer
35918,ship
47561,airplane
39543,frog
36072,deer
9229,cat
47499,bird
5440,dog
6188,airplane
6242,automobile
21136,bird
23212,deer
30155,automobile
10183,cat
34134,dog
31218,horse
20689,dog
29844,truck
15630,ship
38197,horse
12013,dog
1296,bird
21453,bird
20868,ship
8414,truck
21498,frog
48092,deer
1012,ship
16209,bird
20541,ship
6576,dog
39042,truck
36738,airplane
27148,airplane
4557,horse
21017,deer
43675,ship
37948,bird
2642,bird
19273,frog
24276,frog
8265,bird
39209,automobile
13414,bird
11180,automobile
7149,automobile
25569,horse
45033,dog
24953,dog
28247,deer
21282,deer
28631,frog
37135,frog
17794,frog
22914,cat
44972,automobile
27625,deer
35971,deer
20509,ship
48350,horse
36067,cat
28908,truck
5987,ship
13573,ship
24203,ship
49488,automobile
16353,bird
40736,truck
19894,truck
1201,horse
20317,frog
42839,dog
19912,automobile
27496,dog
19466,cat
36226,deer
14083,deer
6637,deer
14668,deer
25530,deer
26827,horse
21588,bird
33298,dog
35042,automobile
5547,ship
7649,frog
7108,cat
16063,frog
17093,bird
8591,dog
429,truck
30481,bird
42840,bird
2136,horse
10349,horse
49223,cat
44544,cat
21167,airplane
1733,ship
21557,dog
9988,dog
19924,truck
27452,horse
16538,horse
45586,frog
4796,horse
2643,airplane
22486,horse
12792,dog
14077,dog
21471,truck
38071,deer
22756,bird
10162,truck
10888,horse
17887,horse
8300,horse
38899,airplane
7787,truck
26557,cat
19664,dog
34101,ship
34958,truck
6387,horse
46092,ship
14950,airplane
36535,ship
38454,ship
10704,dog
14585,deer
7635,deer
30697,automobile
11552,dog
34727,truck
32770,dog
12181,bird
13328,automobile
29928,airplane
9625,cat
25794,frog
36109,ship
4928,automobile
15371,dog
32054,horse
35557,automobile
6341,dog
38006,truck
28148,dog
28019,automobile
3894,airplane
1575,automobile
18380,ship
12951,truck
47733,dog
23968,dog
11393,frog
10619,cat
23310,deer
48945,bird
43496,dog
9983,cat
36756,deer
13728,bird
46164,truck
38142,frog
1559,ship
17167,airplane
7494,cat
24272,ship
22572,bird
8126,truck
30457,dog
32607,frog
14156,cat
24549,deer
47823,ship
29831,deer
14928,automobile
30186,deer
19695,bird
35973,horse
45198,truck
17287,deer
13757,frog
24173,horse
26449,frog
1411,automobile
26601,truck
20222,ship
17866,airplane
1417,ship
29745,automobile
17598,frog
6388,deer
9554,bird
36795,truck
45149,ship
19836,dog
27597,deer
11420,cat
42079,horse
26193,frog
7573,automobile
3512,bird
46422,automobile
10415,cat
24219,bird
22682,dog
2347,bird
24354,dog
15994,truck
31584,automobile
7835,ship
12569,truck
29124,frog
44382,cat
37658,cat
13046,dog
11778,truck
48347,cat
40038,truck
4719,ship
46130,horse
12426,cat
24877,ship
1117,ship
16221,deer
21809,automobile
24622,horse
9914,ship
17125,cat
8221,frog
5047,cat
17962,truck
42354,horse
46096,dog
13534,cat
24809,frog
24889,frog
4353,automobile
12452,automobile
27067,dog
34405,ship
19414,ship
9428,ship
21478,ship
9937,truck
8819,horse
7359,automobile
41055,truck
35807,deer
27263,automobile
30773,cat
35536,frog
46197,cat
13907,truck
20973,frog
47536,automobile
3048,dog
23642,dog
30082,bird
6042,bird
16208,bird
12846,horse
20290,cat
36309,dog
36661,dog
33243,airplane
962,frog
46968,bird
45014,automobile
28798,deer
28202,horse
37256,bird
11609,horse
26874,bird
34547,ship
4413,ship
12123,frog
47702,automobile
34033,airplane
28825,cat
5213,deer
33634,cat
10798,automobile
40618,frog
45036,airplane
11436,deer
46417,deer
23022,airplane
28138,automobile
8264,deer
35332,truck
39903,automobile
47032,truck
5338,automobile
30879,bird
5242,horse
38778,truck
10739,frog
14863,horse
34813,dog
298,dog
31291,deer
13802,airplane
23758,ship
6012,bird
10940,frog
30415,deer
31423,truck
21354,horse
34448,frog
28672,automobile
25184,bird
25642,frog
19020,frog
16858,deer
9837,horse
49531,airplane
7578,horse
16780,ship
14570,bird
44515,horse
31373,ship
16793,ship
44317,deer
37981,horse
27413,deer
31749,frog
26606,bird
19570,deer
29761,dog
35687,bird
46965,airplane
37682,ship
49877,ship
43460,frog
3198,airplane
22012,cat
40629,frog
32730,truck
3526,frog
38263,automobile
1279,airplane
47947,airplane
48520,frog
29401,airplane
35586,frog
44756,truck
47683,horse
1528,bird
18842,deer
41917,frog
41670,deer
36685,truck
47351,ship
46433,cat
33363,truck
24835,airplane
34711,cat
36593,horse
14729,ship
42843,ship
32223,cat
21379,horse
44307,dog
25426,dog
29546,automobile
40065,horse
47531,deer
30031,horse
9358,cat
49784,truck
35163,airplane
32854,frog
17673,cat
208,cat
38920,automobile
31514,horse
45932,cat
17793,airplane
36411,bird
121,bird
9202,horse
2082,dog
6105,dog
34341,bird
18805,horse
28630,dog
9007,cat
18810,frog
26656,truck
18070,automobile
26805,dog
44777,bird
41972,airplane
29390,bird
21701,truck
23097,airplane
12779,horse
22883,automobile
3486,automobile
21168,bird
8367,bird
40429,bird
33226,ship
4859,automobile
11306,airplane
26881,truck
21947,deer
24539,cat
29580,dog
48645,automobile
40051,truck
28215,cat
11542,truck
17244,cat
17768,bird
33918,cat
2006,automobile
46167,truck
1303,horse
39599,ship
15779,cat
39151,cat
10646,ship
34479,dog
31543,cat
40321,airplane
8238,bird
36705,frog
38404,dog
24373,truck
40015,dog
17015,automobile
12871,cat
11241,airplane
33377,truck
28053,airplane
702,bird
3783,horse
20139,bird
47753,frog
32438,bird
3056,dog
17861,automobile
1234,truck
39535,ship
19541,dog
11011,ship
17114,horse
13497,frog
4486,horse
29405,deer
16886,truck
49448,automobile
19611,dog
15194,frog
27541,cat
14534,dog
38607,frog
39422,horse
39623,automobile
46309,cat
49419,frog
35799,airplane
7836,cat
16244,cat
38455,deer
34999,airplane
16978,truck
34879,truck
44727,automobile
34275,ship
6458,truck
18558,truck
27620,cat
18389,automobile
28961,truck
38656,bird
13775,automobile
4355,automobile
30990,dog
10003,frog
24423,horse
27335,deer
39726,airplane
37567,airplane
43864,truck
31827,frog
15094,frog
20956,truck
39530,horse
41664,automobile
39681,frog
43080,horse
44435,dog
32924,cat
4186,automobile
38661,deer
17747,automobile
12850,automobile
24976,automobile
249,frog
16653,horse
16333,automobile
29258,airplane
33081,deer
12393,truck
36829,cat
10725,dog
22500,automobile
45315,airplane
25374,frog
3796,cat
17767,frog
35853,truck
6654,horse
9475,ship
13243,automobile
25762,frog
41946,cat
45802,deer
15772,frog
18326,frog
39514,horse
47612,deer
11823,automobile
14255,horse
49346,automobile
36231,cat
6479,ship
17699,cat
15084,cat
17999,airplane
35050,dog
35967,automobile
3201,frog
7046,ship
941,airplane
39232,horse
19353,cat
29074,truck
3245,ship
30161,airplane
25482,deer
29312,automobile
45021,truck
36665,cat
30638,truck
17085,airplane
41344,cat
47965,dog
35844,deer
28734,airplane
49207,truck
31767,bird
49164,automobile
29470,automobile
19440,bird
8200,airplane
22402,ship
18641,truck
15802,automobile
48515,airplane
29935,ship
32691,frog
43735,frog
9103,deer
44549,truck
21955,truck
16553,airplane
49506,automobile
48214,ship
15925,truck
30881,cat
34707,frog
37940,cat
9831,cat
1737,automobile
43141,dog
38405,deer
12387,cat
39160,frog
24197,dog
27967,bird
28095,dog
3000,deer
1932,horse
20326,deer
36949,cat
45494,horse
47741,airplane
5057,truck
18012,deer
22278,frog
38973,deer
48867,frog
23202,ship
45188,automobile
4970,deer
47034,automobile
49758,ship
13262,frog
11635,frog
7430,dog
26127,cat
40196,deer
10625,bird
34613,frog
29610,truck
48646,dog
19090,horse
14199,truck
43713,frog
18794,horse
12731,airplane
16434,deer
46405,frog
36920,bird
21491,bird
41089,frog
25860,bird
41745,ship
23959,deer
17135,bird
15322,cat
8052,dog
2866,cat
16727,automobile
47520,automobile
14448,deer
42911,deer
19885,airplane
18626,automobile
26252,dog
23140,automobile
39349,deer
5810,horse
40766,dog
46008,frog
22193,deer
48966,ship
36237,automobile
33249,truck
13134,truck
12617,bird
28070,dog
2338,cat
2820,ship
6948,airplane
16911,truck
3701,truck
31230,bird
4463,cat
47534,bird
49111,frog
20733,dog
12999,horse
16415,ship
39002,bird
29716,bird
47913,airplane
35227,bird
44105,dog
39088,frog
11004,bird
48774,horse
25732,automobile
30235,automobile
5159,horse
927,horse
29557,ship
25284,horse
49400,dog
44576,automobile
32284,airplane
4573,dog
41760,dog
39127,deer
17301,cat
19393,bird
27045,deer
35328,airplane
14258,frog
10678,ship
21992,cat
35906,dog
30064,dog
21831,ship
40372,bird
48798,dog
140,ship
10952,deer
955,horse
44392,truck
18601,dog
15731,deer
22769,cat
42329,bird
47988,automobile
38628,dog
18819,deer
2884,automobile
30093,horse
40153,automobile
28918,airplane
42323,horse
32251,cat
38101,cat
37826,frog
35819,horse
1903,horse
32460,deer
3158,horse
20310,horse
27203,airplane
33303,deer
1110,cat
34305,frog
11919,truck
32410,bird
23523,airplane
39909,ship
34179,bird
26230,truck
12547,cat
26051,truck
43644,horse
16102,deer
32755,deer
11848,dog
21045,airplane
42234,cat
2001,horse
37666,deer
24763,automobile
21708,dog
20109,deer
22835,dog
46709,dog
36629,ship
984,airplane
48284,horse
38007,cat
27215,deer
5788,ship
21355,deer
840,dog
26889,truck
45826,truck
48616,truck
44257,bird
43306,horse
2514,airplane
39274,bird
8473,deer
26884,cat
17247,ship
36777,horse
29840,cat
2956,frog
5668,ship
13711,airplane
30982,horse
34934,cat
38879,automobile
9799,bird
43488,cat
8170,bird
29889,airplane
28149,automobile
33681,bird
3678,truck
30719,dog
39140,ship
7072,truck
1078,bird
15785,truck
13597,frog
28468,airplane
41593,truck
13659,dog
2707,truck
28809,cat
15676,frog
35940,automobile
29334,ship
46357,truck
10544,ship
27184,frog
34507,horse
41744,dog
18992,ship
18871,frog
46555,airplane
1315,ship
19608,cat
7228,dog
3259,ship
8554,airplane
32053,cat
34540,frog
31740,horse
17717,truck
47601,frog
8216,frog
43176,ship
28722,horse
37385,ship
1434,truck
39800,horse
19334,truck
40554,deer
38660,frog
12649,automobile
16502,airplane
19436,bird
10959,cat
11319,frog
46340,deer
8985,horse
41549,bird
10995,horse
28178,frog
32952,bird
17235,frog
42992,automobile
5995,airplane
45952,bird
15030,dog
40717,bird
37800,automobile
17130,horse
43703,bird
40419,airplane
12711,bird
5220,bird
43678,horse
41702,automobile
48242,frog
23222,airplane
4899,horse
8783,airplane
36102,automobile
37530,horse
13372,cat
6856,cat
29991,truck
8583,deer
29922,dog
25881,airplane
8307,horse
6627,bird
31303,dog
9280,horse
32090,ship
1309,horse
16704,cat
2198,cat
520,ship
42986,deer
3738,truck
40027,horse
40775,truck
49693,cat
12116,ship
14230,bird
9648,cat
16813,dog
46862,truck
20745,horse
49668,frog
23952,bird
36249,horse
45043,bird
47273,horse
2781,airplane
5173,truck
49922,airplane
23777,airplane
46023,dog
23699,frog
23363,deer
13884,ship
16356,horse
35473,cat
27056,horse
46823,airplane
25273,dog
41523,deer
40316,truck
15387,automobile
22438,automobile
5821,ship
36488,dog
22815,dog
44378,dog
12175,cat
36727,bird
23623,cat
38748,frog
42809,airplane
7220,horse
23641,ship
24327,dog
44814,dog
31571,frog
19203,automobile
44906,bird
27898,deer
8955,dog
49134,horse
27995,automobile
41602,cat
1119,horse
38718,dog
13300,horse
23576,truck
45918,ship
6348,automobile
15151,truck
42298,frog
43848,automobile
18877,deer
25168,airplane
6183,ship
38939,horse
30532,bird
7117,bird
45598,frog
8188,horse
6349,cat
5328,airplane
18322,automobile
19341,deer
15088,airplane
39369,bird
36834,horse
19374,bird
19149,frog
39778,cat
20372,cat
30626,frog
48007,dog
24847,deer
15436,airplane
23650,horse
10311,cat
41920,deer
22915,cat
22798,bird
16541,dog
43911,truck
32290,bird
42551,horse
15924,airplane
45223,dog
40275,frog
43631,cat
15449,cat
4524,airplane
39011,frog
17316,dog
32143,cat
848,horse
6678,horse
43511,horse
25646,frog
22874,airplane
6995,cat
48518,cat
27611,frog
15747,ship
38104,deer
38467,airplane
46345,airplane
5908,frog
48161,frog
9976,ship
16289,bird
32161,cat
10026,frog
16902,truck
47411,cat
27689,frog
47286,horse
49294,horse
33838,dog
44466,deer
345,airplane
3055,horse
23955,deer
38365,cat
3220,deer
47107,airplane
19432,horse
37549,cat
8506,truck
34335,cat
35273,cat
29478,ship
46466,horse
35856,airplane
21578,bird
22892,cat
5905,ship
35111,horse
25542,cat
36069,airplane
11261,horse
6888,truck
38724,frog
35025,cat
667,truck
3932,ship
12634,horse
25563,horse
49710,dog
44770,horse
30497,frog
25295,frog
14760,dog
27882,frog
43492,horse
7488,cat
47397,frog
6932,automobile
1960,frog
22736,frog
28525,horse
20038,dog
30598,airplane
8691,automobile
12367,cat
22839,deer
44379,horse
8249,ship
14879,automobile
48895,bird
71,dog
10211,deer
7857,truck
37724,truck
15766,bird
10722,ship
15486,dog
31921,truck
44811,truck
49502,ship
38729,deer
1589,dog
20664,frog
41944,ship
39894,dog
49437,automobile
40964,ship
41455,bird
1963,cat
6477,dog
22070,horse
5320,cat
46372,cat
27938,frog
12489,dog
19810,dog
13379,horse
4190,bird
29670,horse
16755,cat
31054,deer
10235,ship
32820,ship
34074,truck
20280,dog
23180,deer
43178,bird
12307,automobile
28524,cat
5268,dog
46171,frog
11930,cat
40877,airplane
20386,truck
19627,automobile
38516,automobile
36710,cat
33024,bird
48989,bird
22378,cat
36080,frog
36618,dog
10359,horse
29777,truck
1907,truck
12623,automobile
26072,dog
630,cat
38301,truck
47893,cat
45821,deer
49934,automobile
3111,cat
37923,frog
39341,automobile
12551,frog
12740,frog
10180,deer
3992,frog
39230,dog
31299,truck
18416,automobile
35697,horse
28943,cat
13189,frog
983,deer
12886,frog
40203,frog
8412,bird
2358,truck
29971,dog
17022,truck
28723,frog
6901,truck
5366,ship
18091,frog
20817,airplane
26253,truck
5234,dog
4149,frog
9653,truck
41270,cat
47248,truck
19603,dog
8019,airplane
40572,ship
17628,horse
10386,deer
48571,automobile
19327,horse
15171,deer
43709,airplane
13218,automobile
18666,frog
4157,deer
35584,cat
25062,automobile
29001,truck
3527,truck
34826,ship
43160,ship
39257,automobile
16196,deer
33952,automobile
10020,frog
31791,truck
7059,deer
23501,automobile
30693,truck
13435,airplane
24301,airplane
32766,ship
25175,bird
8150,automobile
27808,truck
35742,truck
30115,airplane
22071,automobile
37090,deer
31219,dog
17943,horse
25632,truck
41570,cat
40097,frog
4122,truck
47585,bird
8404,deer
35686,airplane
35363,bird
5371,bird
11341,bird
2411,dog
26620,frog
3166,ship
35774,truck
36013,frog
13498,airplane
30513,frog
22447,bird
5167,bird
30152,deer
10233,horse
44452,cat
6768,cat
26568,horse
27608,automobile
9365,deer
17661,cat
13527,automobile
19264,horse
17021,ship
9550,automobile
37269,bird
19813,airplane
27164,bird
42393,automobile
47119,ship
43710,airplane
26828,dog
18874,dog
6506,deer
32219,airplane
46805,frog
35486,horse
25549,truck
15062,automobile
28264,dog
16069,deer
42020,airplane
35336,automobile
29651,bird
20203,horse
12898,frog
33780,cat
39756,horse
23150,ship
12229,automobile
23380,automobile
5148,cat
23399,airplane
27782,horse
20584,cat
122,bird
17772,automobile
15648,horse
17476,automobile
33823,bird
45067,cat
21480,ship
34949,airplane
8459,truck
45282,horse
31036,bird
40175,truck
42757,frog
2746,dog
18831,dog
6034,dog
10454,automobile
16323,cat
39268,ship
25210,automobile
37081,cat
9168,dog
17464,horse
12691,horse
46453,deer
28868,bird
45293,horse
29297,frog
1073,dog
49952,deer
3954,horse
32070,deer
21198,deer
28517,dog
10673,horse
15234,dog
1593,horse
5226,deer
28260,truck
36799,ship
38869,truck
39558,truck
2265,airplane
40260,deer
45711,bird
10033,deer
25585,horse
8285,ship
32878,dog
10247,truck
7481,bird
17007,dog
44400,cat
34680,frog
17294,dog
42896,horse
25218,bird
43811,deer
22806,truck
29482,horse
45754,frog
14212,ship
20124,deer
41390,cat
40718,dog
48387,horse
15755,bird
6036,frog
1139,ship
39084,airplane
46715,ship
5958,deer
43131,horse
30855,ship
25865,dog
7533,cat
26310,frog
12216,cat
47463,cat
29806,truck
46020,airplane
34527,truck
46531,bird
47017,bird
13635,frog
27259,deer
12471,automobile
22602,horse
13009,airplane
12433,horse
23419,frog
21638,bird
18670,deer
25396,ship
16350,bird
33312,dog
7215,automobile
46311,dog
15885,airplane
35263,truck
13382,truck
32951,dog
45710,bird
43282,truck
24250,frog
20843,bird
41616,ship
23814,truck
25375,ship
1694,bird
29798,frog
12954,cat
13657,airplane
7418,dog
47970,airplane
20867,automobile
974,horse
28314,deer
3973,ship
30431,horse
26893,deer
3636,deer
14327,truck
22579,ship
26468,automobile
34000,airplane
9276,frog
48886,bird
48569,truck
35903,dog
9896,airplane
11734,frog
5232,truck
6551,automobile
20271,deer
13329,cat
20325,frog
41812,truck
3098,truck
15551,horse
39776,truck
39658,frog
9409,bird
49631,horse
469,airplane
11998,deer
36730,horse
14589,bird
25912,bird
1700,ship
24422,deer
40271,ship
24330,automobile
8339,deer
22555,horse
7179,bird
32501,frog
42750,ship
17318,frog
2373,bird
16714,frog
14412,frog
6781,deer
27449,truck
40712,truck
8267,cat
22966,horse
38091,deer
30187,cat
17031,automobile
9282,airplane
34315,truck
41263,automobile
48572,dog
9396,deer
41017,cat
26873,frog
7330,ship
47745,ship
8947,horse
348,frog
40704,airplane
45212,cat
4619,truck
8193,bird
26217,ship
19076,cat
42439,automobile
1400,ship
42751,deer
1739,horse
21662,automobile
29182,bird
42400,airplane
15054,cat
23697,bird
19791,deer
37257,frog
4110,bird
319,horse
21475,automobile
46766,frog
4771,frog
36513,truck
19346,deer
37743,bird
34398,cat
1939,cat
37843,horse
47507,ship
9125,airplane
25344,horse
12205,deer
368,cat
10719,frog
6573,frog
9354,deer
43281,automobile
23394,deer
40327,cat
6439,truck
43576,deer
24689,ship
13310,deer
48502,bird
46385,deer
30348,cat
47679,airplane
10309,horse
18697,automobile
37376,dog
13787,bird
42672,frog
15879,horse
25617,airplane
137,automobile
21941,bird
8288,dog
26114,truck
12143,horse
27231,horse
15893,ship
12906,ship
46510,bird
23013,automobile
31748,automobile
8269,airplane
25000,automobile
17764,airplane
22796,frog
40567,bird
12567,horse
22568,frog
36383,bird
35463,horse
12136,dog
17944,horse
7872,ship
27293,dog
15694,truck
2509,truck
27502,deer
21610,truck
38189,deer
17402,cat
42532,automobile
14782,deer
47292,ship
44500,automobile
36904,frog
31183,ship
12310,deer
5472,bird
24580,automobile
4090,cat
37971,frog
4593,airplane
31986,automobile
40084,truck
18560,deer
30785,cat
14641,bird
26388,frog
36672,deer
37483,horse
22859,airplane
20619,horse
40337,ship
28754,truck
38213,horse
9635,dog
45540,truck
31548,deer
22420,automobile
29152,airplane
37410,bird
16913,airplane
39688,bird
49692,cat
18680,cat
6046,cat
42973,airplane
17867,airplane
25705,frog
25765,horse
24157,frog
8758,automobile
30947,truck
27316,airplane
45764,airplane
24548,horse
25957,bird
27868,airplane
16077,ship
12599,cat
15786,truck
35958,bird
14515,frog
2070,deer
3440,frog
17147,deer
41254,ship
17211,ship
36715,cat
10871,cat
5351,deer
3907,airplane
1561,airplane
11700,frog
9917,bird
9814,airplane
27229,automobile
6148,horse
29386,frog
32525,cat
17819,bird
16847,ship
12392,cat
36092,ship
25698,automobile
45111,deer
37866,frog
18184,truck
21098,frog
13909,automobile
26390,horse
36122,dog
4833,ship
19481,airplane
42834,automobile
11247,frog
30607,cat
7908,airplane
29526,deer
12250,ship
21799,airplane
29020,automobile
5721,cat
9511,airplane
32220,cat
21485,ship
24068,deer
46636,dog
24928,bird
29843,dog
27102,automobile
1098,airplane
27690,dog
34295,cat
37782,bird
36642,automobile
2744,ship
1510,deer
7137,bird
8865,cat
13663,truck
36591,truck
4760,airplane
37990,automobile
43782,bird
6674,automobile
19832,truck
31393,ship
25601,automobile
49169,airplane
11068,cat
35008,cat
33145,truck
88,horse
22910,frog
7630,truck
8174,bird
23874,horse
30392,bird
7557,truck
40121,horse
20450,airplane
3671,ship
17508,deer
16846,deer
33005,deer
26584,ship
11859,cat
29214,cat
1563,horse
42133,bird
44705,cat
2443,deer
7184,airplane
36121,dog
25429,automobile
23319,dog
39013,airplane
38569,frog
45238,dog
37315,truck
35705,cat
5792,automobile
25694,dog
4930,airplane
12774,automobile
44989,dog
46105,truck
24199,frog
29730,airplane
29907,bird
14158,bird
25928,horse
10894,airplane
18813,ship
22564,bird
39934,automobile
30772,truck
45623,frog
11945,airplane
49667,bird
42281,ship
43317,horse
22310,horse
18323,bird
3995,frog
46741,airplane
9759,frog
46565,bird
49055,cat
42316,deer
47834,frog
3831,automobile
28413,ship
38921,horse
28416,truck
10168,deer
33001,airplane
43172,truck
2479,airplane
34408,cat
19209,deer
26724,airplane
44599,automobile
39691,deer
14857,airplane
19757,dog
41857,bird
44253,cat
21908,truck
14610,truck
14466,dog
37846,ship
40198,airplane
28682,airplane
3640,bird
40702,bird
49528,bird
9453,deer
44997,truck
12490,deer
24564,ship
40075,frog
37555,cat
24056,truck
45368,bird
27930,horse
44072,deer
933,dog
13576,airplane
44628,bird
35894,truck
48715,horse
15135,bird
42547,horse
32181,cat
8708,ship
27286,deer
8677,bird
31326,frog
46332,deer
36183,deer
47036,automobile
10881,dog
18716,truck
24100,cat
7132,ship
40386,bird
16476,frog
321,horse
3507,bird
30525,bird
24074,cat
48402,frog
6454,automobile
27387,ship
12236,dog
44778,automobile
17215,cat
1852,deer
28542,automobile
34927,frog
49567,automobile
37156,truck
33233,deer
23503,frog
3997,horse
10642,deer
18,cat
37492,automobile
23772,frog
39486,horse
26028,airplane
41454,deer
18694,ship
33295,dog
24716,horse
40993,dog
10406,truck
29527,horse
19899,automobile
15352,frog
31993,horse
43838,frog
40114,airplane
38880,cat
2325,cat
22496,bird
10939,frog
4572,airplane
32176,truck
46319,dog
45698,ship
9746,automobile
42012,cat
47938,frog
17386,cat
25589,dog
8351,automobile
43271,horse
28146,horse
18711,airplane
37104,airplane
20350,airplane
11100,bird
27421,truck
29117,truck
33900,bird
43373,automobile
23005,airplane
47057,horse
43944,truck
15458,frog
20975,truck
49145,ship
46548,automobile
7957,deer
33993,ship
49607,horse
1865,cat
30323,ship
9219,truck
15375,ship
27747,bird
30811,automobile
25299,frog
26841,airplane
39019,dog
29638,bird
